HIV/AIDS and tuberculosis,,,,,,,,,,
Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Union County, Florida",12125,"19.02 (14.84, 23.65)","41.20 (35.64, 47.59)","106.38 (95.80, 117.73)","185.38 (169.52, 201.85)","88.01 (78.35, 98.14)","82.78 (73.04, 92.91)","67.78 (58.85, 77.97)","65.67 (56.71, 75.87)","245.24 (164.89, 362.25)"
"Volusia County, Florida",12127,"1.12 (0.89, 1.38)","2.66 (2.28, 3.08)","10.52 (9.75, 11.34)","18.91 (17.65, 20.20)","7.14 (6.48, 7.83)","6.11 (5.53, 6.74)","4.67 (4.18, 5.25)","4.35 (3.84, 4.93)","288.94 (209.50, 396.98)"
"Wakulla County, Florida",12129,"1.11 (0.75, 1.63)","1.58 (1.16, 2.15)","6.32 (5.10, 7.74)","10.60 (8.79, 12.62)","4.39 (3.46, 5.54)","3.98 (3.03, 5.14)","3.09 (2.26, 4.08)","2.88 (2.06, 3.96)","158.33 (79.53, 271.66)"
"Walton County, Florida",12131,"0.73 (0.50, 1.06)","1.14 (0.86, 1.48)","5.41 (4.48, 6.37)","10.13 (8.59, 11.82)","3.52 (2.80, 4.36)","2.88 (2.25, 3.57)","1.94 (1.44, 2.50)","1.77 (1.34, 2.31)","142.44 (63.82, 256.94)"
"Washington County, Florida",12133,"0.97 (0.63, 1.45)","1.61 (1.18, 2.18)","7.10 (5.82, 8.70)","12.82 (10.70, 15.35)","4.75 (3.70, 6.13)","4.35 (3.26, 5.70)","3.41 (2.41, 4.69)","3.18 (2.22, 4.37)","226.70 (123.43, 379.08)"
Georgia,13,"1.67 (1.54, 1.81)","3.45 (3.32, 3.59)","14.20 (13.91, 14.47)","21.73 (21.42, 22.04)","9.17 (8.99, 9.35)","7.46 (7.30, 7.61)","5.20 (5.06, 5.34)","4.61 (4.47, 4.75)","176.57 (153.23, 202.76)"
"Appling County, Georgia",13001,"1.11 (0.77, 1.55)","1.80 (1.36, 2.35)","8.11 (6.64, 9.74)","14.37 (12.08, 17.03)","5.74 (4.49, 7.15)","5.27 (3.97, 6.71)","3.83 (2.69, 5.00)","3.58 (2.44, 4.91)","223.84 (122.35, 376.58)"
"Atkinson County, Georgia",13003,"1.61 (1.06, 2.36)","2.44 (1.78, 3.29)","9.94 (7.92, 12.19)","17.02 (13.97, 20.27)","7.00 (5.37, 8.86)","6.86 (5.21, 8.86)","5.21 (3.89, 7.07)","4.73 (3.36, 6.60)","194.36 (91.84, 351.22)"
"Bacon County, Georgia",13005,"1.22 (0.80, 1.79)","2.04 (1.46, 2.73)","9.42 (7.65, 11.60)","17.16 (14.12, 20.62)","7.11 (5.44, 9.06)","6.77 (5.01, 8.95)","5.09 (3.61, 7.01)","4.73 (3.28, 6.72)","288.74 (157.95, 472.24)"
"Baker County, Georgia",13007,"1.18 (0.79, 1.75)","2.10 (1.53, 2.85)","9.59 (7.72, 11.92)","17.24 (14.06, 20.96)","7.00 (5.32, 8.92)","6.54 (4.71, 8.66)","4.84 (3.35, 6.79)","4.30 (2.93, 6.18)","263.15 (149.32, 442.98)"
"Baldwin County, Georgia",13009,"0.99 (0.72, 1.32)","1.77 (1.41, 2.20)","8.68 (7.40, 10.16)","15.41 (13.42, 17.57)","6.23 (5.20, 7.45)","5.44 (4.39, 6.67)","3.92 (3.02, 5.02)","3.34 (2.51, 4.44)","235.73 (132.22, 381.96)"
"Banks County, Georgia",13011,"0.70 (0.45, 1.00)","0.97 (0.69, 1.30)","4.67 (3.66, 5.85)","8.09 (6.48, 9.94)","2.46 (1.85, 3.22)","2.06 (1.45, 2.72)","1.35 (0.88, 1.88)","1.15 (0.76, 1.66)","64.36 (4.74, 154.28)"
"Barrow County, Georgia",13013,"0.69 (0.49, 0.95)","1.05 (0.80, 1.35)","4.98 (4.10, 5.95)","8.48 (7.08, 10.00)","2.74 (2.17, 3.37)","2.35 (1.82, 2.95)","1.49 (1.09, 1.95)","1.29 (0.92, 1.74)","85.95 (21.64, 175.69)"
"Bartow County, Georgia",13015,"1.27 (0.90, 1.72)","1.70 (1.33, 2.11)","6.46 (5.51, 7.50)","10.55 (9.09, 12.04)","3.57 (2.93, 4.30)","3.23 (2.59, 3.96)","2.29 (1.73, 2.93)","1.83 (1.36, 2.42)","44.99 (-0.14, 105.41)"
"Ben Hill County, Georgia",13017,"1.67 (1.19, 2.29)","2.80 (2.16, 3.62)","11.49 (9.62, 13.57)","20.81 (17.79, 24.04)","9.09 (7.42, 10.90)","9.02 (7.08, 11.12)","7.07 (5.34, 9.03)","6.88 (5.18, 8.94)","311.09 (182.33, 500.47)"
"Berrien County, Georgia",13019,"0.75 (0.51, 1.06)","1.31 (0.99, 1.72)","6.87 (5.63, 8.34)","12.16 (10.08, 14.27)","4.46 (3.54, 5.52)","4.18 (3.22, 5.33)","3.08 (2.28, 4.12)","2.96 (2.17, 4.01)","295.94 (164.77, 512.82)"
"Bibb County, Georgia",13021,"1.67 (1.32, 2.10)","3.42 (2.90, 3.99)","16.44 (15.03, 18.06)","26.23 (24.25, 28.34)","12.14 (10.86, 13.46)","11.20 (9.92, 12.63)","8.55 (7.43, 9.74)","7.91 (6.81, 9.21)","374.57 (258.04, 535.02)"
"Bleckley County, Georgia",13023,"0.82 (0.57, 1.12)","1.57 (1.22, 2.07)","7.83 (6.50, 9.62)","14.89 (12.59, 17.35)","6.08 (4.86, 7.51)","6.02 (4.68, 7.55)","4.86 (3.62, 6.29)","4.51 (3.24, 5.97)","450.93 (278.29, 698.62)"
"Brantley County, Georgia",13025,"0.64 (0.41, 0.94)","1.03 (0.73, 1.38)","5.20 (4.00, 6.56)","9.49 (7.53, 11.64)","3.15 (2.27, 4.22)","2.74 (1.88, 3.74)","1.79 (1.11, 2.63)","1.60 (0.96, 2.38)","150.17 (66.15, 278.10)"
"Brooks County, Georgia",13027,"1.57 (1.12, 2.13)","2.61 (2.01, 3.37)","10.56 (8.84, 12.52)","18.35 (15.65, 21.42)","7.46 (6.08, 9.14)","6.54 (5.19, 8.09)","4.71 (3.61, 6.12)","4.47 (3.36, 5.73)","184.16 (96.54, 319.05)"
"Bryan County, Georgia",13029,"1.15 (0.75, 1.65)","1.54 (1.14, 2.01)","6.63 (5.42, 8.02)","11.49 (9.61, 13.63)","4.46 (3.50, 5.48)","3.74 (2.86, 4.75)","2.66 (1.93, 3.48)","2.54 (1.83, 3.44)","119.57 (42.98, 243.16)"
"Bulloch County, Georgia",13031,"1.06 (0.77, 1.45)","1.79 (1.42, 2.23)","7.56 (6.52, 8.78)","14.08 (12.26, 16.08)","6.57 (5.49, 7.73)","5.69 (4.74, 6.81)","4.63 (3.74, 5.72)","4.34 (3.48, 5.37)","308.43 (186.50, 490.97)"
"Burke County, Georgia",13033,"1.99 (1.48, 2.61)","3.16 (2.58, 3.83)","12.79 (11.00, 14.95)","22.05 (19.14, 25.04)","9.60 (8.00, 11.38)","8.84 (7.21, 10.58)","6.40 (5.01, 7.99)","5.89 (4.58, 7.34)","195.89 (111.26, 314.39)"
"Butts County, Georgia",13035,"1.52 (1.09, 2.10)","2.64 (2.09, 3.33)","11.21 (9.46, 13.22)","18.30 (15.64, 21.07)","6.54 (5.27, 7.98)","5.38 (4.28, 6.63)","3.83 (2.95, 4.91)","3.58 (2.70, 4.60)","134.75 (64.51, 250.72)"
"Calhoun County, Georgia",13037,"1.64 (1.10, 2.32)","2.82 (2.08, 3.65)","11.87 (9.65, 14.37)","23.12 (19.74, 27.39)","10.34 (8.42, 12.74)","10.41 (8.23, 12.87)","7.84 (5.94, 10.19)","7.56 (5.58, 10.14)","360.88 (209.92, 590.00)"
"Camden County, Georgia",13039,"1.09 (0.75, 1.53)","1.32 (1.00, 1.73)","5.97 (4.92, 7.19)","10.23 (8.75, 12.01)","3.48 (2.76, 4.32)","3.15 (2.40, 4.01)","2.03 (1.45, 2.72)","1.84 (1.26, 2.55)","69.64 (12.23, 156.16)"
"Candler County, Georgia",13043,"1.42 (0.96, 2.06)","2.30 (1.73, 3.03)","10.09 (8.22, 12.36)","18.14 (15.14, 21.57)","7.21 (5.69, 8.94)","6.36 (4.91, 8.15)","4.83 (3.49, 6.63)","4.50 (3.22, 6.22)","216.36 (109.73, 371.30)"
"Carroll County, Georgia",13045,"1.16 (0.85, 1.51)","1.55 (1.24, 1.94)","6.65 (5.72, 7.63)","11.30 (9.89, 12.87)","3.75 (3.13, 4.45)","3.36 (2.76, 4.08)","2.28 (1.81, 2.83)","2.01 (1.58, 2.52)","73.52 (22.54, 146.76)"
"Catoosa County, Georgia",13047,"1.07 (0.72, 1.54)","1.34 (0.98, 1.77)","5.10 (4.15, 6.06)","8.38 (7.05, 9.90)","2.54 (1.95, 3.18)","2.10 (1.55, 2.71)","1.31 (0.91, 1.83)","1.10 (0.74, 1.59)","2.80 (-35.41, 62.29)"
"Charlton County, Georgia",13049,"1.01 (0.68, 1.48)","1.57 (1.12, 2.13)","7.02 (5.59, 8.59)","13.18 (10.82, 15.83)","5.10 (3.87, 6.47)","4.76 (3.47, 6.31)","3.42 (2.31, 4.83)","3.28 (2.19, 4.75)","223.61 (111.84, 378.70)"
"Chatham County, Georgia",13051,"2.36 (1.93, 2.94)","4.73 (4.08, 5.42)","17.82 (16.46, 19.32)","31.67 (29.64, 33.65)","14.38 (13.21, 15.62)","12.30 (11.13, 13.60)","8.92 (7.92, 9.94)","7.55 (6.65, 8.52)","219.28 (144.45, 305.88)"
"Chattahoochee County, Georgia",13053,"0.97 (0.64, 1.42)","1.65 (1.23, 2.16)","7.18 (5.87, 8.83)","12.33 (10.20, 14.59)","4.63 (3.51, 5.79)","3.82 (2.86, 4.93)","2.29 (1.63, 3.10)","2.18 (1.51, 3.04)","124.38 (48.81, 245.57)"
"Chattooga County, Georgia",13055,"1.91 (1.26, 2.76)","2.15 (1.53, 2.87)","7.34 (5.92, 9.07)","12.54 (10.48, 15.04)","4.49 (3.44, 5.82)","3.56 (2.67, 4.78)","2.26 (1.61, 3.16)","1.75 (1.18, 2.48)","-8.35 (-40.14, 43.03)"
"Cherokee County, Georgia",13057,"0.64 (0.46, 0.90)","0.96 (0.77, 1.22)","4.10 (3.55, 4.77)","7.09 (6.25, 8.00)","2.27 (1.92, 2.69)","2.00 (1.63, 2.40)","1.41 (1.11, 1.76)","1.11 (0.88, 1.36)","74.49 (21.20, 146.71)"
"Clarke County, Georgia",13059,"1.17 (0.87, 1.54)","2.08 (1.71, 2.51)","9.32 (8.18, 10.62)","14.91 (13.05, 16.71)","6.15 (5.23, 7.12)","5.56 (4.68, 6.63)","3.64 (2.93, 4.39)","3.80 (3.02, 4.67)","225.95 (136.95, 353.47)"
"Clay County, Georgia",13061,"2.03 (1.41, 2.85)","3.33 (2.52, 4.30)","12.65 (10.38, 15.30)","21.30 (17.80, 25.30)","9.76 (7.63, 12.11)","9.28 (7.14, 11.68)","7.51 (5.56, 9.85)","7.16 (5.17, 9.53)","253.01 (138.31, 418.35)"
"Clayton County, Georgia",13063,"0.73 (0.54, 0.95)","1.73 (1.43, 2.06)","9.03 (8.08, 9.99)","18.86 (17.42, 20.39)","9.31 (8.30, 10.40)","8.19 (7.30, 9.14)","6.30 (5.51, 7.23)","5.55 (4.84, 6.37)","663.19 (466.19, 943.13)"
"Clinch County, Georgia",13065,"1.45 (0.98, 2.10)","2.15 (1.62, 2.85)","9.32 (7.50, 11.48)","17.63 (14.57, 21.28)","7.38 (5.63, 9.47)","6.81 (5.15, 9.02)","4.85 (3.44, 6.74)","4.66 (3.20, 6.62)","221.17 (111.14, 386.76)"
"Cobb County, Georgia",13067,"0.77 (0.60, 0.99)","1.58 (1.34, 1.90)","6.60 (6.06, 7.19)","11.27 (10.54, 12.09)","4.18 (3.78, 4.64)","3.53 (3.12, 3.93)","2.60 (2.27, 2.97)","2.33 (2.01, 2.67)","202.39 (126.24, 307.77)"
"Coffee County, Georgia",13069,"1.13 (0.83, 1.55)","1.73 (1.33, 2.18)","7.43 (6.30, 8.77)","13.66 (11.76, 15.64)","5.31 (4.40, 6.34)","4.98 (4.05, 6.04)","3.60 (2.82, 4.47)","3.47 (2.70, 4.42)","207.85 (112.17, 340.89)"
"Colquitt County, Georgia",13071,"1.11 (0.79, 1.49)","2.30 (1.84, 2.89)","10.43 (9.01, 12.01)","20.08 (17.55, 22.58)","9.02 (7.59, 10.50)","9.48 (8.02, 11.06)","7.42 (6.07, 8.79)","8.15 (6.71, 9.79)","634.38 (417.69, 947.74)"
"Columbia County, Georgia",13073,"0.78 (0.56, 1.06)","1.18 (0.94, 1.51)","4.99 (4.26, 5.82)","8.08 (6.95, 9.24)","2.66 (2.17, 3.20)","2.34 (1.88, 2.90)","1.77 (1.34, 2.24)","1.59 (1.19, 2.09)","104.06 (44.96, 185.77)"
"Cook County, Georgia",13075,"1.07 (0.73, 1.54)","1.88 (1.44, 2.43)","9.10 (7.51, 10.88)","15.66 (13.09, 18.49)","6.18 (4.97, 7.52)","5.80 (4.52, 7.26)","4.21 (3.15, 5.53)","4.15 (3.05, 5.56)","288.35 (155.76, 496.10)"
"Coweta County, Georgia",13077,"1.17 (0.86, 1.57)","1.82 (1.45, 2.26)","7.09 (6.13, 8.23)","11.80 (10.41, 13.30)","4.47 (3.80, 5.24)","3.66 (3.08, 4.31)","2.65 (2.14, 3.24)","2.34 (1.88, 2.86)","99.75 (43.76, 178.64)"
"Crawford County, Georgia",13079,"0.98 (0.69, 1.34)","1.51 (1.13, 1.94)","6.93 (5.60, 8.36)","12.01 (9.87, 14.37)","3.98 (3.00, 5.09)","3.47 (2.51, 4.56)","2.34 (1.61, 3.29)","2.12 (1.43, 3.06)","117.42 (57.26, 205.64)"
"Crisp County, Georgia",13081,"2.04 (1.50, 2.73)","4.03 (3.22, 4.93)","17.42 (15.01, 20.09)","31.38 (27.71, 35.59)","16.02 (13.81, 18.55)","16.20 (14.02, 18.90)","12.76 (10.56, 15.17)","13.16 (10.79, 15.91)","544.98 (360.92, 804.48)"
"Dade County, Georgia",13083,"1.36 (0.90, 1.96)","1.60 (1.15, 2.19)","5.55 (4.36, 6.89)","8.97 (7.29, 10.92)","3.00 (2.27, 3.90)","2.52 (1.85, 3.34)","1.71 (1.17, 2.38)","1.43 (0.96, 2.06)","5.07 (-30.99, 60.46)"
"Dawson County, Georgia",13085,"0.59 (0.38, 0.87)","0.88 (0.64, 1.17)","4.28 (3.32, 5.28)","7.37 (5.85, 9.01)","2.04 (1.52, 2.66)","1.67 (1.16, 2.32)","0.99 (0.64, 1.42)","0.79 (0.50, 1.18)","33.66 (-16.74, 107.40)"
"DeKalb County, Georgia",13089,"1.71 (1.41, 2.07)","5.05 (4.53, 5.64)","24.59 (23.27, 25.89)","37.46 (36.03, 38.95)","15.57 (14.64, 16.50)","13.23 (12.41, 14.13)","8.60 (7.94, 9.33)","7.73 (7.06, 8.38)","353.31 (262.71, 456.94)"
"Decatur County, Georgia",13087,"1.30 (0.95, 1.74)","2.70 (2.17, 3.32)","12.03 (10.25, 13.99)","21.27 (18.50, 24.16)","9.82 (8.32, 11.62)","10.01 (8.35, 11.94)","8.28 (6.66, 10.22)","8.18 (6.66, 10.19)","529.33 (360.62, 797.81)"
"Dodge County, Georgia",13091,"1.02 (0.70, 1.42)","1.87 (1.43, 2.39)","8.88 (7.29, 10.50)","16.18 (13.67, 19.03)","6.19 (4.98, 7.48)","5.96 (4.68, 7.38)","4.21 (3.20, 5.40)","3.92 (2.90, 5.15)","283.25 (156.59, 477.46)"
"Dooly County, Georgia",13093,"1.50 (1.09, 2.06)","2.48 (1.90, 3.18)","10.26 (8.49, 12.26)","19.16 (16.15, 22.35)","8.57 (7.05, 10.30)","8.19 (6.67, 9.96)","6.82 (5.20, 8.68)","6.40 (4.96, 8.13)","327.34 (197.92, 516.12)"
"Dougherty County, Georgia",13095,"1.52 (1.14, 1.95)","3.61 (2.99, 4.33)","16.89 (15.10, 18.73)","29.81 (27.22, 32.52)","15.60 (13.87, 17.46)","15.24 (13.60, 17.01)","11.66 (10.09, 13.30)","12.63 (10.97, 14.42)","733.31 (534.61, 1042.43)"
"Douglas County, Georgia",13097,"0.87 (0.63, 1.20)","1.47 (1.19, 1.80)","6.20 (5.43, 7.15)","10.91 (9.65, 12.19)","3.69 (3.11, 4.28)","4.02 (3.37, 4.85)","3.14 (2.56, 3.86)","2.86 (2.27, 3.56)","228.74 (124.05, 392.16)"
"Early County, Georgia",13099,"1.13 (0.79, 1.59)","1.99 (1.46, 2.60)","9.05 (7.30, 11.05)","16.66 (13.95, 19.91)","7.31 (5.72, 9.13)","6.90 (5.21, 8.89)","5.42 (3.94, 7.13)","5.16 (3.74, 6.98)","356.71 (225.05, 554.28)"
"Echols County, Georgia",13101,"0.74 (0.47, 1.14)","1.13 (0.76, 1.59)","5.22 (3.97, 6.67)","9.37 (7.23, 11.72)","3.83 (2.72, 5.17)","3.62 (2.52, 5.03)","2.80 (1.75, 4.13)","2.64 (1.59, 4.02)","255.78 (139.32, 424.15)"
"Effingham County, Georgia",13103,"0.96 (0.67, 1.36)","1.42 (1.07, 1.86)","6.05 (5.00, 7.21)","10.93 (9.31, 12.71)","4.08 (3.33, 4.96)","3.80 (2.99, 4.70)","2.83 (2.17, 3.63)","2.60 (1.94, 3.34)","170.15 (87.88, 293.31)"
"Elbert County, Georgia",13105,"1.17 (0.83, 1.59)","1.86 (1.43, 2.41)","8.39 (6.78, 9.88)","14.29 (11.74, 16.70)","5.30 (4.22, 6.57)","4.73 (3.58, 6.02)","3.25 (2.39, 4.35)","2.78 (1.98, 3.77)","138.24 (62.72, 241.08)"
"Emanuel County, Georgia",13107,"1.28 (0.92, 1.69)","2.10 (1.68, 2.63)","9.67 (8.18, 11.27)","16.90 (14.59, 19.30)","6.99 (5.83, 8.39)","6.25 (5.11, 7.70)","4.90 (3.94, 6.08)","4.38 (3.35, 5.59)","243.61 (142.30, 392.58)"
"Evans County, Georgia",13109,"1.57 (1.06, 2.27)","2.51 (1.84, 3.37)","9.96 (8.13, 11.97)","17.83 (14.78, 21.15)","7.51 (5.90, 9.44)","7.04 (5.42, 9.17)","5.18 (3.77, 7.12)","4.96 (3.50, 6.97)","215.91 (116.63, 366.61)"
"Fannin County, Georgia",13111,"0.81 (0.55, 1.18)","1.13 (0.83, 1.50)","4.93 (3.93, 6.06)","8.45 (6.86, 10.19)","2.45 (1.86, 3.15)","1.99 (1.48, 2.65)","1.24 (0.85, 1.74)","1.03 (0.68, 1.47)","27.64 (-22.45, 98.14)"
"Fayette County, Georgia",13113,"0.50 (0.35, 0.67)","0.82 (0.64, 1.05)","3.64 (3.10, 4.29)","6.51 (5.63, 7.52)","2.35 (1.95, 2.82)","2.03 (1.66, 2.50)","1.52 (1.17, 1.89)","1.31 (0.99, 1.68)","161.83 (79.44, 287.07)"
"Floyd County, Georgia",13115,"1.68 (1.26, 2.24)","2.52 (2.04, 3.09)","8.79 (7.59, 10.06)","16.01 (14.30, 17.92)","5.27 (4.48, 6.18)","4.48 (3.69, 5.36)","2.84 (2.25, 3.48)","2.47 (1.91, 3.15)","47.12 (1.78, 110.31)"
"Forsyth County, Georgia",13117,"0.47 (0.31, 0.67)","0.68 (0.51, 0.88)","3.20 (2.65, 3.82)","5.37 (4.57, 6.27)","1.51 (1.20, 1.88)","1.24 (0.97, 1.58)","0.76 (0.58, 0.99)","0.66 (0.48, 0.88)","38.34 (-7.49, 105.32)"
"Franklin County, Georgia",13119,"0.89 (0.61, 1.28)","1.28 (0.94, 1.69)","5.72 (4.54, 6.97)","10.26 (8.33, 12.39)","3.29 (2.52, 4.17)","2.84 (2.10, 3.68)","1.82 (1.26, 2.53)","1.57 (1.04, 2.18)","76.05 (13.28, 177.36)"
"Fulton County, Georgia",13121,"4.12 (3.50, 4.77)","10.68 (9.88, 11.54)","44.72 (43.15, 46.36)","58.98 (57.20, 60.89)","28.87 (27.66, 30.03)","21.46 (20.45, 22.49)","13.95 (13.11, 14.84)","11.75 (10.96, 12.53)","185.40 (140.92, 240.70)"
"Gilmer County, Georgia",13123,"0.78 (0.49, 1.22)","1.09 (0.75, 1.51)","4.91 (3.90, 6.12)","8.39 (6.79, 10.26)","2.73 (2.06, 3.60)","2.10 (1.48, 2.87)","1.29 (0.85, 1.87)","1.09 (0.70, 1.58)","39.46 (-13.61, 132.91)"
"Glascock County, Georgia",13125,"0.63 (0.39, 0.98)","0.96 (0.64, 1.35)","5.17 (3.87, 6.79)","9.80 (7.42, 12.46)","2.95 (1.97, 4.18)","2.47 (1.53, 3.54)","1.59 (0.92, 2.46)","1.49 (0.83, 2.39)","136.13 (46.29, 273.85)"
"Glynn County, Georgia",13127,"1.49 (1.09, 2.02)","2.63 (2.10, 3.23)","10.61 (9.24, 12.11)","19.02 (16.99, 21.25)","7.65 (6.56, 8.83)","7.39 (6.27, 8.71)","5.25 (4.33, 6.29)","4.67 (3.79, 5.61)","213.80 (121.79, 334.60)"
"Gordon County, Georgia",13129,"1.11 (0.75, 1.59)","1.49 (1.13, 1.92)","6.29 (5.28, 7.42)","9.93 (8.41, 11.71)","3.21 (2.53, 4.03)","2.83 (2.15, 3.63)","1.72 (1.24, 2.27)","1.47 (1.03, 2.00)","32.26 (-11.66, 104.14)"
"Grady County, Georgia",13131,"1.17 (0.83, 1.64)","2.48 (1.95, 3.11)","10.91 (9.22, 12.75)","19.65 (17.01, 22.77)","7.98 (6.66, 9.51)","7.90 (6.49, 9.62)","5.84 (4.60, 7.26)","5.76 (4.51, 7.30)","390.85 (245.40, 588.06)"
"Greene County, Georgia",13133,"1.61 (1.11, 2.24)","2.59 (1.94, 3.30)","10.11 (8.36, 12.14)","16.09 (13.32, 19.05)","5.77 (4.59, 7.12)","4.41 (3.42, 5.62)","2.96 (2.15, 3.89)","2.49 (1.76, 3.37)","54.53 (-0.60, 137.48)"
"Gwinnett County, Georgia",13135,"0.49 (0.36, 0.65)","1.03 (0.85, 1.23)","5.13 (4.69, 5.62)","8.01 (7.38, 8.67)","3.36 (3.00, 3.75)","2.79 (2.45, 3.16)","2.27 (1.98, 2.57)","1.93 (1.66, 2.23)","293.54 (196.56, 435.74)"
"Habersham County, Georgia",13137,"0.82 (0.56, 1.15)","1.25 (0.93, 1.71)","5.23 (4.26, 6.31)","8.51 (7.01, 10.12)","2.88 (2.20, 3.63)","2.36 (1.75, 3.11)","1.60 (1.10, 2.22)","1.33 (0.88, 1.90)","61.75 (4.71, 140.18)"
"Hall County, Georgia",13139,"0.74 (0.55, 0.99)","1.22 (0.99, 1.50)","5.59 (4.84, 6.39)","9.43 (8.30, 10.58)","3.07 (2.58, 3.57)","2.66 (2.19, 3.18)","1.70 (1.37, 2.06)","1.49 (1.20, 1.86)","100.90 (42.67, 181.03)"
"Hancock County, Georgia",13141,"2.72 (1.93, 3.64)","4.05 (3.10, 5.16)","14.29 (11.75, 16.84)","24.54 (21.00, 28.49)","10.56 (8.58, 12.71)","8.44 (6.66, 10.41)","6.01 (4.54, 7.60)","5.01 (3.70, 6.51)","84.31 (26.38, 177.26)"
"Haralson County, Georgia",13143,"1.03 (0.70, 1.46)","1.52 (1.12, 2.02)","6.53 (5.26, 7.97)","11.38 (9.33, 13.73)","3.60 (2.75, 4.60)","3.00 (2.21, 4.09)","1.93 (1.31, 2.73)","1.64 (1.07, 2.37)","59.50 (5.76, 141.66)"
"Harris County, Georgia",13145,"1.11 (0.78, 1.56)","1.57 (1.18, 2.05)","6.40 (5.23, 7.85)","10.87 (9.19, 12.79)","3.64 (2.90, 4.55)","3.19 (2.50, 4.02)","2.18 (1.62, 2.87)","1.95 (1.41, 2.63)","76.34 (19.13, 160.79)"
"Hart County, Georgia",13147,"0.97 (0.65, 1.35)","1.60 (1.22, 2.08)","7.06 (5.77, 8.48)","12.05 (10.11, 14.30)","3.76 (2.97, 4.62)","3.00 (2.32, 3.81)","2.01 (1.48, 2.63)","1.72 (1.23, 2.33)","76.69 (16.61, 166.72)"
"Heard County, Georgia",13149,"1.04 (0.63, 1.61)","1.45 (0.99, 2.03)","6.79 (5.24, 8.74)","11.98 (9.48, 14.93)","3.77 (2.67, 5.12)","3.18 (2.13, 4.52)","2.05 (1.27, 3.21)","1.85 (1.10, 2.92)","77.87 (10.83, 178.75)"
"Henry County, Georgia",13151,"0.75 (0.54, 1.01)","1.17 (0.95, 1.45)","5.22 (4.47, 5.98)","9.51 (8.46, 10.75)","3.39 (2.90, 3.95)","3.63 (3.08, 4.24)","3.08 (2.54, 3.71)","2.90 (2.35, 3.50)","286.61 (175.19, 442.45)"
"Houston County, Georgia",13153,"0.66 (0.49, 0.88)","1.11 (0.89, 1.38)","5.61 (4.87, 6.41)","10.05 (8.82, 11.29)","4.08 (3.44, 4.75)","3.77 (3.22, 4.42)","2.83 (2.31, 3.42)","2.75 (2.21, 3.35)","315.93 (201.17, 473.77)"
"Irwin County, Georgia",13155,"1.27 (0.84, 1.80)","2.22 (1.61, 2.98)","9.87 (7.96, 12.27)","16.92 (13.89, 20.33)","7.00 (5.39, 8.95)","6.48 (4.76, 8.55)","5.20 (3.65, 7.24)","5.04 (3.47, 7.09)","298.22 (170.26, 504.30)"
"Jackson County, Georgia",13157,"0.76 (0.52, 1.06)","1.21 (0.91, 1.61)","5.71 (4.69, 6.79)","9.66 (8.14, 11.47)","2.98 (2.36, 3.74)","2.49 (1.89, 3.20)","1.63 (1.18, 2.18)","1.45 (1.04, 2.00)","90.58 (27.27, 173.17)"
"Jasper County, Georgia",13159,"1.22 (0.84, 1.70)","1.88 (1.39, 2.46)","7.93 (6.38, 9.49)","13.08 (10.81, 15.80)","4.18 (3.22, 5.32)","3.39 (2.51, 4.38)","2.26 (1.59, 3.10)","2.01 (1.39, 2.76)","63.95 (10.15, 144.33)"
"Jeff Davis County, Georgia",13161,"1.02 (0.69, 1.44)","1.73 (1.28, 2.27)","8.22 (6.66, 9.94)","14.58 (11.99, 17.42)","5.47 (4.28, 6.93)","4.83 (3.62, 6.24)","3.60 (2.56, 4.92)","3.37 (2.32, 4.72)","229.50 (122.62, 382.30)"
"Jefferson County, Georgia",13163,"2.11 (1.57, 2.76)","3.75 (3.00, 4.56)","14.86 (12.65, 17.14)","26.80 (23.27, 30.82)","11.17 (9.23, 13.44)","9.88 (8.04, 12.01)","7.37 (5.80, 9.34)","6.77 (5.18, 8.67)","220.63 (132.62, 348.05)"
"Jenkins County, Georgia",13165,"2.11 (1.42, 3.04)","3.37 (2.49, 4.54)","12.86 (10.59, 15.67)","22.47 (18.71, 26.63)","9.66 (7.48, 12.05)","8.91 (6.74, 11.41)","6.82 (4.95, 9.01)","7.06 (5.05, 9.63)","235.30 (131.73, 406.15)"
"Johnson County, Georgia",13167,"0.96 (0.63, 1.35)","1.74 (1.30, 2.25)","8.46 (6.86, 10.27)","15.34 (12.73, 18.16)","6.30 (4.91, 7.85)","5.64 (4.27, 7.22)","4.05 (2.95, 5.38)","3.81 (2.70, 5.20)","294.97 (159.33, 500.44)"
"Jones County, Georgia",13169,"0.95 (0.68, 1.30)","1.44 (1.11, 1.81)","6.21 (5.10, 7.33)","10.44 (8.78, 12.25)","3.79 (3.09, 4.62)","3.58 (2.80, 4.51)","2.45 (1.84, 3.17)","2.23 (1.65, 2.91)","134.91 (57.66, 243.52)"
"Lamar County, Georgia",13171,"1.34 (0.94, 1.88)","2.26 (1.68, 2.94)","9.66 (7.95, 11.75)","16.52 (13.78, 19.39)","5.98 (4.77, 7.60)","5.39 (4.15, 6.95)","3.83 (2.79, 5.15)","3.69 (2.65, 5.17)","175.65 (89.59, 309.09)"
